Comments,Label
কুকের জায়গা পূরণে ররি বার্নস,1.0
একজন প্রথম নায়কের জন্মদিন,1.0
জয়পুরহাটে ‘কিডনি দালাল চক্রের’ ২ সদস্য আটক,1.0
২২ সেপ্টেম্বর: হাসতে নেই মানা,1.0
সরকারি কর্মচারীদের কল্যাণ সুবিধা বাড়াতে সংসদে বিল পাস,1.0
সরকারি কর্মচারীদের সুবিধা বাড়াতে সংসদে বিল পাস,1.0
চুল পড়া বন্ধ করে ক্যাস্টর অয়েল,1.0
ভোলার সাগর মোহনায় তিন ট্রলার ডুবি,1.0
সমুদ্রের নিচে ‘ইউনিকর্ন’ ছবির শুটিং,1.0
পোস্টারেই আলোচনার কেন্দ্রে 'মায়া',1.0
খালেদা জিয়াকে নিয়েই ভোটে যাব,1.0
আজ ছোট পর্দায় যা দেখবেন,1.0
দুর্নীতিবাজদের নিয়ে জোট করে সরকার উৎখাতের চেষ্টা হচ্ছে,1.0
এশিয়া কাপে বদলে যাওয়া ‘সুপার ফোর’ পর্বের সূচি,1.0
দুর্ঘটনা প্রতিরোধে টেক্সটাইল বিশ্ববিদ্যালয় ছাত্রলীগের বিশেষ উদ্যোগ,1.0
"শান্ত-রনির অভিষেক, টসে হেরে আফগানদের বিপক্ষে ফিল্ডিং করছে টাইগাররা",1.0
"সংস্কার হবে ফারাক্কা ব্রিজ, পাশে তৈরি হচ্ছে সেতু",1.0
ইতিহাসে প্রথম : র‍্যাংকিংয়ের শীর্ষে একসাথে দুই দেশ,1.0
‘প্রবাসীদের টাকা বিনা ফিতে পাঠানোর প্রস্তাব বিবেচনা করা হচ্ছে’,1.0
জীববৈচিত্র্য রক্ষায় নদী বাঁচানোর আহ্বান,1.0
২০ সেপ্টেম্বর: আজকের দিনটি কেমন যাবে?,1.0
সঙ্গিনীর মৃত্যুতে পাগল হয়ে ওঠা গাধাকে দেওয়া হল বিয়ে! অতঃপর...,1.0
সুপার ফোরের সূচি বদলে ক্ষুব্ধ মাশরাফি,1.0
‘রবীন্দ্রনাথ জমিদার হিসেবে কৃষকের দুঃখ নিবিড় ভাবে বুঝেছেন’,1.0
এশিয়া কাপের সুপার ফোরের সূচি প্রকাশ,1.0
গোমস্তাপুরে সেফটিক ট্যাংকে পড়ে এক স্কুলছাত্রের মৃত্যু,1.0
আর্জেন্টিনার বিপক্ষে ব্রাজিলের দল ঘোষণা,1.0
রাজশাহীতে মসজিদের ইমামকে তুলে নেওয়ার অভিযোগ,1.0
বগুড়ায় ২৭ ঘণ্টা পর ট্রেন চালাচল শুরু,1.0
"স্ত্রীর সঙ্গে ওসির পরকীয়া, স্বামীর সংবাদ সম্মেলন",1.0
"যে স্পর্শ কবিতার, যে জ্যোতি আনন্দের",1.0
সিডনিতে মঞ্চনাটক কঞ্জুস ৩০ সেপ্টেম্বর,1.0
রাজৈরে বিপুল পরিমাণ জাল টাকাসহ আটক ১,1.0
রাজনীতি নিয়ন্ত্রণে মিডিয়ার হাত বেঁধেছে সরকার: নজরুল,1.0
"ঢাবি ‘খ’ ইউনিটের ভর্তি পরীক্ষা কাল, ইলেকট্রনিক ডিভাইস নিষিদ্ধ",1.0
"কুকুরের কামড়ে মাঠ ছাড়া শর্ট! ১৯ সেপ্টেম্বর, ২০১৮ ১৯:০৭",1.0
আম্বানিকন্যার বাগদানে তারকাদের হাট,1.0
কাশ্মীরে ৩ পুলিশ কর্মকর্তাকে অপহরণের পর হত্যা,1.0
অক্টোবর থেকে গুজব সনাক্তকারী সেল কাজ করবে : তথ্য প্রতিমন্ত্রী,1.0
অ্যালকোহলের বলি বছরে ৩০ লাখ,1.0
প্রতিযোগিতা না হলে জয়ের মাঝেও আনন্দ নেই,1.0
আওয়ামী লীগ ছাড়া জাতীয় ঐক্য হতে পারে না,1.0
৩৭তম বিসিএসে উত্তীর্ণ মেয়েকে উদ্ধারের দাবিতে মা-বাবার থানায় অবস্থান,1.0
মঞ্চে ড. কামাল-মির্জা ফখরুলসহ সিনিয়র নেতারা,1.0
অরিজিতের চেয়ে ভালো গান গাইবেন মিকা সিং!,1.0
"নওয়াজের দণ্ড স্থগিত, মুক্তির নির্দেশ",1.0
বিভিন্ন জেলায় ইয়ং বাংলা অ্যাকটিভেশন ক্যাম্প,1.0
অক্টোবর থেকে সেন্টমার্টিনে জাহাজ চলাচল শুরু,1.0
"ইরানে সামরিক কুচকাওয়াজে সশস্ত্র হামলা, ১২ সেনা নিহত",1.0
"এ সপ্তাহ যেমন কাটবে আপনার ২১ সেপ্টেম্বর, ২০১৮ ০৮:৫১",1.0
শেষ দশ ওভারেই আমরা ম্যাচ হেরেছি: মাশরাফি,1.0
টাইগারদের সঙ্গে যোগ দিচ্ছেন সৌম্য-ইমরুল!,1.0
শাহজালালে ১৮ সিদ্ধান্ত,1.0
বরগুনার টেংরাগিরি বনে অবাধে গাছ কাটছে বনদস্যুরা,1.0
বিতর্কিত ডিজিটাল নিরাপত্তা আইন পাস,1.0
"চকোলেট বোম বিক্রি করে কর্মী থেকে কোটিপতি মহিলা, অতএব পরঃ",1.0
"নতুন ম্যাচ, সামনে বাংলাদেশ-ভারত",1.0
চিকিৎসক নিবন্ধনে দুর্নীতির অভিযোগে বিএমডিসিতে অভিযান,1.0
সাকা চৌধুরীর কবরের নাম ফলক উপড়ে ফেলেছে ছাত্রলীগ,1.0
ঢাবি সাংবাদিক সমিতির ৩৪ বছরে পদার্পণ,1.0
বিএনপি’র সঙ্গে রাজনৈতিক সমঝোতার প্রশ্নই আসে না: প্রধানমন্ত্রী,1.0
নান্নুর বাসায় ডাকাতি,1.0
ইসরাইলের সঙ্গে শান্তি আলোচনার জন্য ফিলিস্তিন প্রস্তুত : মাহমুদ আব্বাস,1.0
"দাম্পত্য কলহ বাড়তে পারে মিথুনের, প্রেমে সমস্যা বৃষের",1.0
মাদারীপুরে দিনে দুপুরে এক ব্যাংক কর্মকর্তার বাসায় চুরি,1.0
সাতক্ষীরার সাবেক ডিসি ও ইউএনও’র কারাদণ্ডের রায় স্থগিত,1.0
"ফেনীতে আ’লীগের জনসভা, টার্গেট লক্ষাধিক লোকের সমাগম",1.0
হাতিয়ায় সড়ক দুর্ঘটনায় মোটরসাইকেল আরোহী নিহত,1.0
নির্বাচনের তফসিল প্রকাশে নিষেধাজ্ঞা চেয়ে আবেদন,1.0
দুর্বল হচ্ছে ঘূর্ণিঝড় ‘দেয়ি’,1.0
অদ্ভুতুড়ে সূচির ফাঁদে বাংলাদেশ,1.0
রোমার বিপক্ষে রিয়ালের দাপুটে জয়,1.0
অন্তর্জ্বালায় মনগড়া কথা বলেছেন সিনহা : কাদের,1.0
ইয়েমেনে দুর্ভিক্ষের ঝুঁকিতে আরো ১০ লাখ শিশু,1.0
খালেদা জিয়ার মুক্তির উপায় বললেন হানিফ(ভিডিও),1.0
রোহিঙ্গাদের জন্য বিশ্বব্যাংকের ৫ কোটি ডলার সহায়তা,1.0
"উত্তরায় চারশ’ কেজি এনপিএস জব্দ, আটক ২",1.0
শ্রীলঙ্কার দুর্দিন দেখে অবসর ভেঙে ফেরার ইঙ্গিত দিলশানের,1.0
বাগেরহাটে দুই বাসের মুখোমুখি সংঘর্ষে নিহত ১,1.0
বরিশালে স্ত্রী হত্যায় স্বামীর যাবজ্জীবন,1.0
পুঁজিবাজারে চাঙাভাব,1.0
ভিক্টোরিয়া হ্রদে ফেরি ডুবির ঘটনায় মৃতের সংখ্যা বেড়ে ৭৯,1.0
রিয়াল আছে চেনা ছন্দেই,1.0
"দেশের ক্রিকেটে ফিরেই ওয়ার্নারের সেঞ্চুরি, স্মিথের ৮৫",1.0
সারা দেশে গণহারে গ্রেপ্তারের ঘটনা উদ্বেগের কারণ,1.0
মহাসড়কের পাশে অজ্ঞাত ব্যক্তির লাশ উদ্ধার,1.0
‘বঙ্গভবনে পৌছে দেখলাম...’,1.0
‘আমার চরিত্রের নামে পরিচিত হতে চাই’,1.0
উত্তর কোরিয়াকে নিরস্ত্রীকরণের বল ট্রাম্পের কাছে ছুঁড়লেন মুন,1.0
নওগাঁয় ইয়াবা ও হেরোইনসহ গ্রেফতার ৩,1.0
সন্তান পালনে বাবা-মায়ের শৈশবের প্রভাব,1.0
দ্বিতীয় দিনে নুরুলের সেঞ্চুরি,1.0
১৬২ রানেই গুটিয়ে গেল পাকিস্তান,1.0
ড. কামাল হোসেনের কাঁধটি কত চওড়া?,1.0
চিকিৎসক সংকটে শেবাচিম হাসপাতাল,1.0
বঙ্গবন্ধু অ্যাভিনিউয়ে ওবায়দুল কাদের এসকে সিনহা মনগড়া কথা বলেছেন,1.0
কওমি সনদের স্বীকৃতিতে আইনের খসড়া পাস,1.0
খুলনায় সড়ক দুর্ঘটনায় দুই সহোদরের মৃত্যু,1.0
প্রধানমন্ত্রীর জন্মবার্ষিকী উপলক্ষে নোবিপ্রবিতে কর্মসূচি ঘোষণা,1.0
ফোরাত নদীর তীরের সেই শোকাবহ ঘটনা,1.0
হলুদ সাংবাদিকতায় চটেছেন সাকিবের স্ত্রী শিশির,1.0
গোপালগঞ্জে ৮৪০ বোতল ফেনসিডিলসহ গ্রেপ্তার ৩,1.0
ডিআইজি মিজানের অঢেল সম্পদের খোঁজ,1.0
‘মেড ইন আমেরিকা’,1.0
যুগ্ম সচিব পদে ১৫৪ কর্মকর্তার পদোন্নতি,1.0
চট্টগ্রামে ট্রাকের ধাক্কায় শিশু নিহত,1.0
২১ সেপ্টেম্বর বিশ্ব আলঝেইমারস দিবস।,1.0
চীনের সেনাবাহিনীর ওপর যুক্তরাষ্ট্রের অবরোধ,1.0
বান্দরবা‌নে বন্দুকযুদ্ধে ডাকাত নিহত,1.0
দিশেহারা একটি পরিবার,1.0
"রুশ বিমান, ক্ষেপণাস্ত্র কেনায় চীনের ওপর নিষেধাজ্ঞা যুক্তরাষ্ট্রের",1.0
এশিয়ান ভলিবলে চতুর্থ বাংলাদেশ,1.0
সপ্তাহের বাছাইকৃত চাকরি,1.0
লন্ডনে 'এসো গড়ি মাতৃভূমি' এনআরবি সম্মেলন অনুষ্ঠিত,1.0
সাবেক প্রধান বিচারপতি এসকে সিনহার বিরুদ্ধে যত অভিযোগ,1.0
বাংলাদেশকে ২৫৬ রানের লক্ষ্য দিল আফগানরা,1.0
ইউএসআইডি মিশন পরিচালকের যশোরে শুদ্ধ প্রকল্প পরিদর্শন,1.0
সাবেক ৩ খেলোয়াড়ের জন্য প্রধানমন্ত্রীর ফ্ল্যাট,1.0
কোমর-পিঠ ব্যথায় কার্যকর ব্যায়াম,1.0
"৬ ওসিকে বদলি, এসএমপিতে আতঙ্ক",1.0
"কারাদণ্ডাদেশ স্থগিত, মুক্তি পাচ্ছেন নওয়াজ শরিফ",1.0
খালেদা জিয়ার অনুপস্থিতিতেও বিচার চলবে: আদালত,1.0
"ফ্রিজ বিকল, মরদেহ সংরক্ষণ বন্ধ শেবাচিমে",1.0
ব্রাজিলিয়ান ফুটবল কনফেডারেশনের দল ঘোষণা,1.0
শনিবার ইপিএলে মাঠে নামছে ম্যানসিটি-ম্যানইউ,1.0
দীর্ঘ কারাবাসে সিয়াম,1.0
নওগাঁয় বিদেশী পিস্তল ও গুলিসহ এক সন্ত্রাসী গ্রেফতার,1.0
পশ্চিমবঙ্গের কলেজ-বিশ্ববিদ্যালয়ে ছাত্র সংসদ তুলে দেওয়ার পরামর্শ,1.0
হাফ সেঞ্চুরি করা হাশমতউল্লাহকে ফেরালেন রুবেল,1.0
কটিয়াদীতে ট্রেনে কাটা পড়ে শিশুর মৃত্যু,1.0
রবি-দৃষ্টি স্কুল বিতর্কে কলেজিয়েট চ্যাম্পিয়ন,1.0
আফগানিস্তানের কাছে ধরাশায়ী টাইগাররা,1.0
ড. কামাল হোসেনের নেতৃত্বে বৃহত্তর জাতীয় ঐক্য চায় বিএনপি,1.0
'আন্তর্জাতিক আইনে সর্বোচ্চ অপরাধ সংঘটিত হয়েছে রাখাইনে',1.0
চোরাই গাড়ির সঙ্গে জাল কাগজ,1.0
ঐক্যবদ্ধ লড়াইয়ের বার্তা নিয়ে তৃণমূলে কাদের,1.0
সুপার ফোরের ম্যাচে মাঠে নামবে বাংলাদেশ,1.0
চেকার্স প্ল্যান মানতে নারাজ ইউরোপিয়ান ইউনিয়ন,1.0
"কাপ্তাইয়ে অবৈধ গ্যাস সংযোগ অনেক, বিচ্ছিন্ন মাত্র ৩",1.0
চারশ হিংস্র প্রাণীর সঙ্গে বসবাস তার,1.0
যে কারণে বাংলা ফোনের লাইসেন্স বাতিল,1.0
চট্টগ্রাম বন্দরে কনটেইনার হ্যান্ডেলিংয়ের রেকর্ড,1.0
সালমান শাহকে সরাসরি দেখে মুগ্ধ হয়েছিলাম: পূর্ণিমা,1.0
জাতিসংঘ অধিবেশনে যোগ দিতে ঢাকা ছেড়েছেন প্রধানমন্ত্রী,1.0
শারীরিক সম্পর্ক গড়াই তার কাজ!,1.0
দোহারে তরুণকে পিটিয়ে হত্যা,1.0
রশিদের ঘূর্ণিতে বিপর্যয়ে বাংলাদেশ,1.0
আফগানিস্তানের বিপক্ষে ৩ উইকেটে জয় পাকিস্তানের,1.0
তামিমের পরিবর্তে ওপেনিংয়ে কে?,1.0
"লিটন-শান্তর পর সাজঘরে সাকিব, চাপে বাংলাদেশ",1.0
সিলেটে বাসের ধাক্কায় পল্লী বিদ্যুতের দুই শ্রমিক নিহত,1.0
প্রতিপক্ষের এলোপাতাড়ি কোপে যুবকের মৃত্যু,1.0
বিয়েবাড়িতে যেতে না দেয়ায় বগুড়ায় স্কুলছাত্রের আত্মহত্যা,1.0
চট্টগ্রাম কলেজ ছাত্রলীগের কমিটি নিয়ে সশস্ত্র মহড়া,1.0
তথ্য প্রকাশে কাউকে বাধা দেয়া হয়নি,1.0
নেক্সট টিউবারের নিবন্ধনের সময় ৪ অক্টোবর পর্যন্ত,1.0
"আম্পায়ার ফেরালেন মাহমুদুল্লাহকে, নিজেকে বিলিয়ে দিলেন মোসাদ্দেক",1.0
এশিয়া কাপেই অনিশ্চিত হার্দিক পান্ডিয়া,1.0
ইতালির দুই প্রতিষ্ঠান পেল শ্রেষ্ঠ রেমিট্যান্স অ্যাওয়ার্ড,1.0
ইদলিব অভিযান নিয়ে সতর্ক তুরস্ক,1.0
আমাদের ব্যাপারে নাক গলাতে আমেরিকার কোন অধিকার নেই: চীন,1.0
সিন্ডিকেট সদস্য হলেন মোল্লা জালাল,1.0
চট্টগ্রামে ৩ শিবির নেতা গ্রেপ্তার,1.0
ইরানের পাশে দাঁড়িয়েছে জাপান,1.0
সাহিত্যের আন্তর্জাতিক পরিমণ্ডলে মোস্তফা কামালের 'থ্রি নভেলস',1.0
ত্রিপুরায় গ্রাম পঞ্চায়েতে বিনা ভোটেই বিজেপি জয়ী,1.0
বেকারদের থেকে কোটি কোটি টাকা আয় করছে সরকার,1.0
আশুলিয়া চায়না নাগরিকের হার্ট অ্যাটাকে মৃত্যু,1.0
হাতির আক্রমণে সাবেক ছাত্রদল সভাপতির মৃত্যু,1.0
স্টাইরিসের সর্বকালের সেরা এশিয়ান দলে সাকিব,1.0
হঠাৎ সূচি পরিবর্তনে ক্ষুব্ধ মাশরাফি,1.0
প্রধানমন্ত্রী শেখ হাসিনা তামিম ইকবালের স্বাস্থ্যের খোঁজ নিলেন,1.0
"‘মানুষ অনাহারে মারা যাচ্ছে, এমন খবর কিন্তু পত্রিকায় নেই’",1.0
লালমনিরহাটে শালবন থেকে গুলিবিদ্ধ মাদক ব্যবসায়ী গ্রেফতার,1.0
একজন নারী দেহরক্ষীর গোপন জীবন,1.0
১০ বছরে বৈদেশিক মুদ্রার রিজার্ভ বেড়েছে চার গুণ,1.0
প্যারিসে 'বিকশিত অ্যাওয়ার্ড ২০১৮' অনুষ্ঠিত,1.0
২ ছাত্রীসহ চারজনের লাশ উদ্ধার,1.0
আরো নতুন ৫টি মেডিক্যাল কলেজ স্থাপন করা হবে : স্বাস্থ্যমন্ত্রী,1.0
লন্ডন পৌঁছেছেন প্রধানমন্ত্রী,1.0
চীনে আন্তর্জাতিক নৃত্য শিক্ষা সম্মেলনে যাচ্ছেন পূজা,1.0
বৃদ্ধ বাবাকে অবহেলা করায় ছেলের দুই বছরের কারাদণ্ড!,1.0
মার্সেল ফ্রিজ কিনে মোটরসাইকেল পেলেন কৃষক আছাদ,1.0
সরকারকে আলোচনার আলটিমেটাম,1.0
ঢাবিতে খ ইউনিটের পরীক্ষা অনুষ্ঠিত,1.0
বধির ক্রিকেটের ফাইনালে শুক্রবার মুখোমুখি বাংলাদেশ-পাকিস্তান,1.0
মাঝরাতে কাপুর সাম্রাজ্যে হৈ-হুল্লোড়,1.0
নওয়াজ-মরিয়ম মুক্তি পাচ্ছেন,1.0
"রোহিঙ্গা ক্যাম্পে অভিযান, হত্যা মামলার আসামি গ্রেফতার",1.0
নাশকতার মামলায় সোহেল ৫ দিনের রিমান্ডে,1.0
‘সিনহার বই পরাজিতের হা-হুতাশ’,1.0
"বঙ্গোপসাগরে গভীর নিম্নচাপ, রাতে ঘূর্ণিঝড় হতে পারে",1.0
কবিরহাটে অটোরিকশা চাপায় শিশুর মৃত্যু,1.0
শান্তি দিবসে রাজধানীতে জেএমআই গ্রুপের বর্ণাঢ্য র‌্যালি,1.0
হাসপাতাল থেকে নিখোঁজ স্কুলছাত্রীর লাশ সিলেটে উদ্ধার,1.0
‘পাকিস্তানে লোহার খাঁচায় টিভি’! মজা নিচ্ছে ভারতীয়রা...,1.0
এশিয়া কাপের সূচি পরিবর্তনের কারণ জানতে চেয়েছে বিসিবি,1.0
র‍্যাঙ্কিংয়ে একধাপ এগোল বাংলাদেশ,1.0
জ্যেষ্ঠ সচিব হলেন ৬ কর্মকর্তা,1.0
বনানীতে ট্রেনের ধাক্কায় এক ব্যক্তির মৃত্যু,1.0
গাঁজার কোমল পানীয় তৈরি করবে কোকা-কোলা,1.0
গাইবান্ধায় বন্যা: ৫৭টি প্রাথমিক বিদ্যালয় বন্ধ,1.0
আবারও নর্থ কোরিয়ার সঙ্গে আলোচনায় বসতে প্রস্তুত যুক্তরাষ্ট্র,1.0
খুলনার বাজে আউটফিল্ডে আহত সৌম্য-সাইফ,1.0
‘সাম্প্রদায়িক সম্প্রীতি রক্ষায় নজরদারি বৃদ্ধি করা হয়েছে’,1.0
পুনঃবিচারেও পাঁচ আসামির ডাবল মৃত্যুদণ্ড,1.0
ধর্ষণের অভিযোগে গ্রেপ্তার ভারতীয় বিশপ,1.0
আফগান রূপকথা লিখতে দিলেন না মালিক,1.0
ডিজিটাল নিরাপত্তা আইনের প্রতিবাদে গাজীপুরে সাংবাদিকদের বিক্ষোভ সমাবেশ,1.0
‘ঐক্যবদ্ধ আওয়ামী লীগকে পরাজিত করার ক্ষমতা কারো নেই’,1.0
"ওয়ানডেতে যাকে টপকে গেলেন নড়াইল এক্সপ্রেস ২২ সেপ্টেম্বর, ২০১৮ ১৬:১২",1.0
জামালপুরে ট্রাক চাপায় গেল মেধাবী ছাত্রের প্রাণ,1.0
হংকংয়ের ওপেনিং জুটিতেই কাঁপছে ভারত,1.0
নিউ ইয়র্কের পথে লন্ডনে প্রধানমন্ত্রীর যাত্রাবিরতি,1.0
রণবীরের সঙ্গে আমার রসায়নটা দেখার মতো হবে: কারিনা,1.0
প্রতারণার কমিশন ১০ পার্সেন্ট,1.0
সীতাকুন্ডে অবৈধ স্থাপনা উচ্ছেদ,1.0
‘লাভরাত্রি’ বিতর্কে সালমানের বিরুদ্ধে মামলা দায়ের,1.0
"ওপেনারদের হারিয়ে শুরুতেই চাপে পাকিস্তান ১৯ সেপ্টেম্বর, ২০১৮ ১৭:৫৬",1.0
চরম ব্যাটিং বিপর্যয়ে বাংলাদেশ,1.0
মাধ্যমিক বিদ্যালয়ে ১৩৭৮ শিক্ষক নিয়োগ,1.0
ভারতের বিপক্ষে ১৬২ রানে অলআউট পাকিস্তান,1.0
স্ত্রী হত্যার দায়ে স্বামীর মৃত্যুদণ্ড,1.0
কৃত্রিম বুদ্ধিমত্তা যেন এক অশরীরী আত্মা!,1.0
বৃহত্তর ঐক্যের পরীক্ষায় বিএনপি,1.0
আফজাল শরীফকে প্রধানমন্ত্রীর ২০ লাখ টাকা অনুদান,1.0
"কাশ্মিরে ৩ সহকর্মীর মৃত্যু, পুলিশ কর্মকর্তাদের পদত্যাগের ঘোষণা",1.0
আগ্রহ হারানোর তালিকায় শীর্ষ ১০টির মধ্যে ৯টিই মিউচ্যুয়াল ফান্ড,1.0
আবার গ্রেপ্তার নাজিব রাজাক,1.0
কাউখালীতে স্থগিত ইউপি নির্বাচনের ভোট ৩ অক্টোবর,1.0
জামালপুরে নিখোঁজের ৪ দিন পর মিলল বৃদ্ধার লাশ,1.0
"ফিরেই ওয়ার্নারের সেঞ্চুরি, দুর্দান্ত স্মিথও",1.0
প্রতিপক্ষের স্ত্রীকে গাছে বেঁধে নির্যাতনের অভিযোগ,1.0
কারও মান ভাঙানোর দায়িত্ব নেবেন না প্রধানমন্ত্রী,1.0
রামপুরায় শিক্ষার্থীর মরদেহ উদ্ধার,1.0
নির্বাচনের আগে যাচ্ছেন না হর্ষবর্ধন শ্রিংলা,1.0
টানা দুই ঘন্টা পানির নিচে মৎস্যমানব মিজান,1.0
ধারাবাহিক নাটক ‘নিউইয়র্ক থেকে বলছি’,1.0
মাদকবিরোধী অভিযানে গ্রেফতার ৮৩ হাজার ৩২৩ জন,1.0
সিদ্ধিরগঞ্জে মাদক ও জঙ্গীবাদ বিরোধী সমাবেশ অনুষ্ঠিত,1.0
বাগেরহাটে দুই বাসের সংঘর্ষে নিহত ১,1.0
বরিশালে ৬-২৮ অক্টোবর ইলিশ শিকার নিষিদ্ধ,1.0
টস হেরে ব্যাটিংয়ে বাংলাদেশ,1.0
"তানজানিয়ায় ফেরি ডুবে নিহত ৪২, নিখোঁজ দুই শতাধিক",1.0
"‘নৌকা মার্কা চান ভালো কথা, হুমকি ধামকি বন্ধ করেন’",1.0
মধ্যরাতে রাজধানীতে স্বস্তির বৃষ্টি,1.0
NASA's Parker Captured Solar Photo,1.0
জাতীয় ঐক্য প্রক্রিয়ার সমাবেশে যোগ দিলেন বিএনপির চার নেতা,1.0
গাজীপুরে পোশাক কারখানায় চারজন দগ্ধ,1.0
মন্ত্রীর পা ধরেও কাজ হয়নি,1.0
সরকারি অর্থে ভ্রমণে বিমান বাংলাদেশ ব্যবহার বাধ্যতামূলক,1.0
নাটোরে ২৬০০ লিটার রেলের তেলসহ আটক ৩,1.0
হাইটেক পার্ক হচ্ছে নাটোরের সিংড়ায়,1.0
"মিডিয়া বড় শক্তি, তারাই পাহারা দেবে ভোটকেন্দ্র",1.0
খালেদা জিয়ার অনুপস্থিতিতে মামলার বিচার চলবে,1.0
'ক্ষমতা হারানোর জ্বালায় অনেক কথা বলেন',1.0
মোহামেডানের কোচ হলেন ক্রিস্টোফার ইভানস,1.0
তানজানিয়ায় ফেরি ব্যবস্থাপনায় জড়িতদের গ্রেপ্তারের নির্দেশ,1.0
"বন্ধু, তোমাকে বলি: দুঃখ করো কিন্তু বাঁচো",1.0
সিরাজগঞ্জে পেট্রল বোমাসহ পাঁচ শিবিরকর্মী আটক,1.0
আগুন নিয়ে খেলছে ওয়াশিংটন: রাশিয়া,1.0
যে ১০ দেশের মানুষ সবচেয়ে বেশি শিক্ষিত,1.0
শিশুটি যখন বড় হচ্ছে,1.0
জল্লা ইউপি চেয়ারম্যানকে হত্যার ঘটনায় বিক্ষোভ,1.0
উ. কোরিয়ার সঙ্গে আলোচনার জন্য প্রস্তুত যুক্তরাষ্ট্র,1.0
আফগানদের বিপক্ষে ফিল্ডিংয়ে বাংলাদেশ,1.0
সাতক্ষীরায় ইউপি চেয়ারম্যান হত্যা মামলায় যুবলীগ সভাপতি আটক,1.0
সানিয়ার সাইন আউট,1.0
লক্ষ্মীপুরে সড়ক দুর্ঘটনায় শিশুর মৃত্যু,1.0
৭ উইকেটে হারলো বাংলাদেশ!,1.0
৭-০ গোলে আমিরাতকে হারাল বাংলাদেশ,1.0
বৃহত্তর জাতীয় ঐক্য নেতারা একমঞ্চে উঠছেন শনিবার,1.0
সুপার ফোরে আজ মুখোমুখি ভারত-পাকিস্তান,1.0
অক্টোবরে রোহিঙ্গা ক্যাম্পে যাবেন মিয়ানমারের প্রতিনিধি দল,1.0
"লিটনের কাঁধে ভুলুর লাশ! ১৯ সেপ্টেম্বর, ২০১৮ ১৭:৫৫",1.0
স্টেমসেল থেরাপিই হবে ভবিষ্যতের অত্যাধুনিক চিকিৎসা ব্যবস্থা,1.0
বর্তমান সরকারের সময় দেশে কোন উন্নয়ন হয়নি,1.0
নামাজ পড়তে গিয়ে নিখোঁজ বৃদ্ধের লাশ বন্দরে মিলেছে,1.0
নবিকে ফেরালেন সাকিব,1.0
বাংলাদেশের সানি লিওন,1.0
হারকিউলিস ও মালগাড়ির চালক,1.0
ইয়াবা বিক্রির সময় র‍্যাবের হাতে তিন ব্যক্তি আটক,1.0
মুশফিককে বিশ্রাম দেওয়ার কথা ভাবছে দল,1.0
অক্টোবর থেকে গুজব সনাক্তকারী সেল কাজ করবে,1.0
মিডিয়ার হাত বেঁধে দিয়েছে সরকার : নজরুল,1.0
গাজীপুরে চালককে মেরে অটোরিকশা ছিনতাইকালে আটক ২,1.0
সম্পাদক পরিষদের দাবি এড়িয়ে নতুন ডিজিটাল নিরাপত্তা বিল সংসদে পাস,1.0
সরকারের দুর্নীতি ধামাচাপা দিতেই ডিজিটাল নিরাপত্তা আইন: রিজভী,1.0
ঢাবির ‘খ’ ইউনিটের ভর্তি পরীক্ষা শুরু,1.0
"আখাউড়ায় ইঞ্জিন লাইনচ্যুত, চট্টগ্রামের সঙ্গে রেল বন্ধ",1.0
তানজানিয়ায় ফেরিডুবিতে নিহত ৪২,1.0
ভুটানে শুরু হচ্ছে সাফ অনূর্ধ্ব-১৮ নারী চ্যাম্পিয়নশিপ,1.0
অবশেষে উইকেটের দেখা পেল বাংলাদেশ,1.0
পলাতক আসামিরা কে কোথায়,1.0
‘পাগলও ভালোভাবে প্রতিক্রিয়া জানাবে না’,1.0
চারদিনব্যাপী বনসাই প্রদর্শনী শুরু হচ্ছে বৃহস্পতিবার,1.0
"সোনাহাট স্থলবন্দরে শ্রমিকদের সংঘর্ষ, ১৪৪ ধারা জারি",1.0
'ট্রাম্পের সঙ্গে আলোচনার কোনো প্রশ্নই আসে না',1.0
"ফিলিপাইনে ভূমিধস, ৮১ জনের প্রাণহানি",1.0
হিরোশিমা-নাগাসাকি ট্রাজেডির আদ্যন্ত,1.0
পুলিশের লাঠিপেটায় পণ্ড বাম জোটের ইসি ঘেরাও কর্মসূচি,1.0
জুলাই মাসে ৮ হাজার কোটি টাকার সঞ্চয়পত্র বিক্রি,1.0
নড়িয়ায় পদ্মার ভাঙনে স্বাস্থ্য কমপ্লেক্সে ফাটল,1.0
বেড়ায় সড়ক দুর্ঘটনায় শিশু নিহত,1.0
মুম্বাই অভিনেত্রীকে হোটেলে নিয়ে ধর্ষণের অভিযোগ,1.0
৩ লাখ ফিলিস্তিনির ওপর সৌদি ভ্রমণে নিষেধাজ্ঞা,1.0
নিউইয়র্কে উত্তেজনা (ভিডিও),1.0
‘ইন্টারঅ্যাক্টিভ টেক্সটবুক শিশুদের বুঝতে সহায়ক হবে’,1.0
জাতিসংঘে ট্রাম্পের সঙ্গেও বৈঠক হবে শেখ হাসিনার,1.0
পররাষ্ট্রের সিনিয়র সচিব শহীদুল হকের মেয়াদ বৃদ্ধি,1.0
জয় আমাদের নিশ্চিত: কাদের,1.0
‘সমাজসেবা কার্যক্রম’ সম্পর্কে না জানায় সহায়তা বঞ্চিত রোগীরা,1.0
